k,x_zero,x_t,Component A,Component B,Fatigue
3.4191901557,0.4169527382,0.447192299,0.1547304713,2.8901372515,39.7554656546
1.56282354,0.2401342846,0.3601324945,0.6398675055,0.56282354,0.1199982099
3.0779129754,0.4726876912,0.5708810426,0.245985567,2.3207908068,18.5965667482
3.8304773003,0.159854465,0.5032907746,0.8443963722,0.596036164,53.2621048376
2.4124030472,0.9185059037,0.5854755692,0.4145244308,1.4124030472,1.179886255
2.5715294651,0.9554398356,0.6111263691,0.3888736309,1.5715294651,1.5000025312
3.7597538226,0.7086052352,0.9052160761,0.5961003646,1.5185631983,40.29362204
3.5750062649,0.5427152332,0.5347355011,0.1831027009,2.920412962,41.1132672448
2.8619335548,0.2944786671,0.6505858968,0.3494141436,1.8619334928,0.9395511703
3.4099044589,0.934145646,0.4494880347,0.1562244427,2.877194035,39.5772225086
0.34229362,0.6954554009,0.0,1.0,0.0,0.6954554009
3.7411317382,0.7642913212,0.4914340891,0.1555580442,3.1591686018,40.8361853747
2.2421410415,0.3538207258,0.5539977274,0.4460022726,1.2421410415,0.2166986027
2.3410067808,0.9511739498,0.5728333603,0.4271666397,1.3410067808,1.3128294181
1.538549343,0.5138942138,0.3500370953,0.6499629047,0.538549343,0.1638571185
0.0177298782,0.2804867388,0.0,1.0,0.0,0.2804867388
0.0167070425,0.8736156318,0.0,1.0,0.0,0.8736156318
3.4137411077,0.4430707752,0.4485385029,0.1556049764,2.8825460031,39.5828158311
2.0747225761,0.2308877981,0.5180078476,0.4819921524,1.0747225761,0.2872420313
1.9101526675,0.9542767042,0.4764816357,0.5235183643,0.9101526675,1.264068195
3.4329671255,0.4569160482,0.4440389574,0.1526464791,2.908936781,40.3493675186
3.4142918339,0.6368459418,0.4484047571,0.1555173471,2.8833102257,39.0420891492
0.9940212089,0.9896486188,0.0031824624,0.9967880794,0.0031927172,0.9864661563
1.3713771552,0.0279731772,0.2708059951,0.7291940049,0.3713771552,0.2428328179
1.7103490944,0.3566747589,0.4153240392,0.5846759608,0.7103490944,0.0586492804
3.0917278472,0.7547888343,0.7607988372,0.437355103,1.739544896,19.7322042409
0.2586047848,0.2710903252,0.0,1.0,0.0,0.2710903252
0.2193097662,0.9655790487,0.0,1.0,0.0,0.9655790487
1.25275602,0.4783104523,0.2017599724,0.7982400276,0.25275602,0.2765504799
3.9242709392,0.3636655245,0.4539928038,0.8664854086,0.5239474309,40.692589677
0.440822177,0.7628357787,0.0,1.0,0.0,0.7628357787
0.9253374961,0.1950235734,2.19489e-05,0.9999762796,2.19494e-05,0.1950016245
0.4584825864,0.9191644482,0.0,1.0,0.0,0.9191644482
1.8891637547,0.6222355077,0.4706652626,0.5293347374,0.8891637547,0.2047728465
3.1013503999,0.9039552315,0.5572770713,0.2348368852,2.373038932,20.8201156566
0.976053403,0.2951130315,0.0020365809,0.9979090815,0.0020408481,0.2930764506
3.570444588,0.7854291176,0.8783852714,0.4368783482,2.0105946541,40.8843785562
1.5699729827,0.4930988536,0.3630463638,0.6369536362,0.5699729827,0.1300524897
0.7221841203,0.4812059397,0.0,1.0,0.0,0.4812059397
0.3648235788,0.3935541891,0.0,1.0,0.0,0.3935541891
2.261763894,0.7189571238,0.5578672015,0.4421327985,1.261763894,0.3720686331
0.5732539381,0.9243699486,0.0,1.0,0.0,0.9243699486
2.8756005847,0.162069765,0.6522466303,0.3477535237,1.8756003486,1.0198842619
1.3389378966,0.3445831812,0.2531393707,0.7468606293,0.3389378966,0.0914438105
3.546601378,0.4328352473,0.5346516481,0.1849609869,2.890618487,41.1373126382
0.2306774333,0.2725353639,0.0,1.0,0.0,0.2725353639
0.8753467476,0.5800368514,1.403e-07,0.9999998397,1.403e-07,0.5800367111
1.6979427276,0.9108768134,0.4110519844,0.5889480156,0.6979427276,1.0462499871
3.5034606642,0.8884825123,0.826249332,0.6190039907,1.3348045319,41.513003875
3.1743893794,0.2545538563,0.7919004057,0.4768791904,1.660589142,26.5364459603
0.9573721812,0.0853684748,0.0003605399,0.9996232648,0.0003606758,0.0850079348
1.3867619683,0.4737260994,0.2788957133,0.7211042867,0.3867619683,0.1948303861
3.7195896494,0.6031007945,0.8206240793,0.3286004885,2.4973306734,34.5076938128
3.8781622337,0.7237199401,0.6428352879,0.2097547748,3.0646991879,41.2648747111
2.7080341594,0.6015036874,0.6307284395,0.3692715605,1.7080341594,0.1588071898
0.9378938299,0.0020264405,3.2223e-06,0.9999965643,3.2223e-06,0.0020232182
0.1863141383,0.3831426108,0.0,1.0,0.0,0.3831426108
0.2765272453,0.0605680829,0.0,1.0,0.0,0.0605680829
3.8277545261,0.6775859172,0.5158765406,0.8394515739,0.6145399647,46.5731714805
0.4664468875,0.8971840287,0.0,1.0,0.0,0.8971840287
1.3382259579,0.7434577732,0.2527420395,0.7472579605,0.3382259579,0.4907157337
3.05219756,0.5539508176,0.5884758912,0.2608431428,2.256052756,15.3966389154
0.5438736198,0.9257163879,0.0,1.0,0.0,0.9257163879
3.9248482176,0.233421426,0.2648680503,0.927217842,0.2856589232,44.7784616398
2.3245159399,0.8162622783,0.569802907,0.430197093,1.3245159399,0.7175582325
2.0122790267,0.5453638943,0.5030510249,0.4969489751,1.0122790267,0.0505907293
3.5095964426,0.6831366681,0.506487605,0.1749077906,2.8957406829,39.9112664828
1.6010330775,0.9811820013,0.3754032855,0.6245967145,0.6010330775,1.2974627166
1.8868692908,0.7952165671,0.4700215829,0.5299784171,0.8868692908,0.6506954696
0.0329589585,0.5303083363,0.0,1.0,0.0,0.5303083363
3.2039409814,0.2940413077,0.8005572095,0.4884415976,1.6390029299,27.1346800426
1.0525504896,0.441985101,0.0501023296,0.9498878971,0.0527455184,0.3918827715
0.9532087061,0.1246479417,0.0002756856,0.9997106978,0.0002757654,0.1243722561
2.5645631307,0.8861557105,0.6100700396,0.3899299604,1.5645631307,1.1281901765
3.8262353687,0.3696493509,0.3292265374,0.0950858207,3.4624146386,40.1875594865
0.5738426805,0.0127754881,0.0,1.0,0.0,0.0127754881
0.2616563275,0.6675293365,0.0,1.0,0.0,0.6675293365
2.1193599965,0.2084350621,0.5281594436,0.4718405564,1.1193599965,0.3219768825
1.4448257391,0.2626274793,0.3078750102,0.6921249898,0.4448257391,0.0452475308
1.5122874537,0.9745893064,0.3387500521,0.6612499479,0.5122874537,1.2384357904
0.999617239,0.5434219292,0.0092073161,0.9907027189,0.0092937225,0.5342146131
1.9447920629,0.3235385061,0.4858062108,0.5141937892,0.9447920629,0.1622677047
2.6757876466,0.1669200041,0.6262782657,0.3737217343,1.6757876466,0.4639739448
1.9851890569,0.1579723389,0.4962696391,0.5037303609,0.9851890569,0.3382973002
1.0612345055,0.9459621446,0.0576941235,0.942306338,0.0612265048,0.8951603947
3.4058169818,0.2835434741,0.8431105131,0.5494959347,1.5343343961,37.2279276922
0.3483421755,0.0596812585,0.0,1.0,0.0,0.0596812585
1.6709084935,0.9329895721,0.401523181,0.598476819,0.6709084935,1.1255822533
2.1406342156,0.2165218651,0.5328487265,0.4671512735,1.1406342156,0.3216058851
1.1897733344,0.2506766641,0.1595037718,0.8404962282,0.1897733344,0.0911728923
0.56774768,0.4884142073,0.0,1.0,0.0,0.4884142073
2.2679738493,0.5566290836,0.5590778085,0.4409221915,1.2679738493,0.0042067711
3.1120534434,0.3823892606,0.5516057611,0.2302745185,2.395426835,21.3857530221
2.7429416819,0.0007819475,0.6354279033,0.3645720967,1.7429416819,0.9948700573
2.7151115289,0.5596366464,0.6316910044,0.3683089956,1.7151115289,0.3478255282
1.4251531274,0.4887364404,0.2983210149,0.7016789851,0.4251531274,0.1904154255
0.6945032004,0.6470670003,0.0,1.0,0.0,0.6470670003
0.3892213843,0.4597392028,0.0,1.0,0.0,0.4597392028
3.3995658336,0.26200322,0.8420825401,0.5479273826,1.5368506245,38.1353144407
2.6186622333,0.3317791894,0.6181256264,0.3818743736,1.6186622333,0.3923038183
1.843367192,0.5827847987,0.4575144853,0.5424855147,0.843367192,0.1438820691
2.9476057535,0.8838140917,0.6605754564,0.3390831574,1.9481222878,2.1459495629
1.0127265331,0.5535822212,0.016929595,0.9829939466,0.0172224815,0.5366526261
2.4253529424,0.5587139512,0.5876888751,0.4123111249,1.4253529424,0.0655210708
1.0824175406,0.8459194944,0.0761487345,0.9238506692,0.0824253713,0.7697707599
0.1162816091,0.2260387309,0.0,1.0,0.0,0.2260387309
3.9676875242,0.8006769877,0.9651192699,0.4178098408,2.3099486313,44.1981316129
3.9693153932,0.5680695109,0.558019944,0.1692182332,3.2976348553,47.3303319581
2.7418277625,0.8405401149,0.635279789,0.364720211,1.7418277625,0.7566642295
1.8334640712,0.629532647,0.454584349,0.545415651,0.8334640712,0.228911272
2.9253169908,0.5332233848,0.6581304189,0.3418148905,1.9254000838,1.8285500782
2.1647282879,0.9064754585,0.5380482596,0.4619517404,1.1647282879,1.0816052955
3.2349998117,0.2620263555,0.8087495112,0.4996304824,1.6186952953,30.2489731536
3.9355136782,0.589212581,0.1126970309,0.0295065504,3.8193902453,43.7831711654
3.8679037915,0.554821027,0.169912171,0.0460492846,3.6897895889,44.9066011677
1.5276445595,0.8169617684,0.3453974658,0.6546025342,0.5276445595,0.7054858507
0.5508956037,0.4142146738,0.0,1.0,0.0,0.4142146738
3.5948274379,0.3416754378,0.4145617551,0.1330146324,3.1166627876,42.0063443693
1.4483040962,0.3893900922,0.3095372701,0.6904627299,0.4483040962,0.0798528221
1.2626490242,0.4926287127,0.2080142773,0.7919857227,0.2626490242,0.2846144354
3.2442281208,0.694925991,0.8110317404,0.5027920104,1.6130561417,26.9819779899
0.2553044184,0.5363322307,0.0,1.0,0.0,0.5363322307
1.0232718032,0.6283501701,0.0248038599,0.9751423397,0.0254361429,0.6035463102
2.3827856857,0.7112748034,0.5803231461,0.4196768539,1.3827856857,0.3633515366
1.673173548,0.1989552612,0.4023333675,0.5976666325,0.673173548,0.2033781063
0.384037701,0.1872708533,0.0,1.0,0.0,0.1872708533
3.2507770762,0.7738891944,0.8126131808,0.5049944248,1.6091527764,31.4712303506
2.5765537291,0.2564596205,0.6118846703,0.3881153297,1.5765537291,0.5149852681
0.3324406974,0.2129732186,0.0,1.0,0.0,0.2129732186
3.0824400937,0.5923042693,0.568105929,0.2436876209,2.3312876008,18.5868690405
0.7756563128,0.589131601,0.0,1.0,0.0,0.589131601
3.9342637109,0.9139611536,0.2135754338,0.0576042478,3.7076334091,35.7261053028
1.2067134373,0.9280503931,0.1713028387,0.8286971613,0.2067134373,0.9382018148
0.874975014,0.9810848291,2.6e-08,0.9999999703,2.6e-08,0.9810848031
1.8851114337,0.8592665906,0.4695273806,0.5304726194,0.8851114337,0.8728702816
1.3576408403,0.3902484499,0.2634281687,0.7365718313,0.3576408403,0.1268202812
1.4819881006,0.5349625884,0.3252307494,0.6747692506,0.4819881006,0.209731839
0.1502682776,0.9988852923,0.0,1.0,0.0,0.9988852923
0.0404095064,0.9491085255,0.0,1.0,0.0,0.9491085255
2.3881107482,0.8402447054,0.5812589509,0.4187410491,1.3881107482,0.8301904842
1.2537855525,0.9731149824,0.2024154386,0.7975845614,0.2537855525,1.1099268106
3.3470780846,0.0785449942,0.4658923039,0.1671242517,2.7877001643,36.0846968187
3.8719533998,0.3823925344,0.1398311145,0.0375217219,3.726671041,48.893011944
0.9703462854,0.9317393475,0.0010382347,0.9989288896,0.001039348,0.9307011128
3.3766865209,0.1930989962,0.8382003771,0.5420520691,1.5463466057,37.9227727565
3.7177614869,0.7337339042,0.7564577556,0.2842948727,2.6608209582,34.3560677996
2.6614381152,0.2388183508,0.6242632905,0.3757367095,1.6614381152,0.6377758775
2.280327991,0.89169571,0.5614665943,0.4385334057,1.280327991,1.0249014863
3.6793819258,0.5404897251,0.9188367714,0.4834424626,1.9006124667,35.5524454783
2.9092706487,0.348933015,0.6562708562,0.3437283432,1.9092718686,0.410588386
1.9802329448,0.5188816855,0.4950089066,0.5049910934,0.9802329448,0.0251860973
2.6093308375,0.9901988002,0.6167599809,0.3832400191,1.6093308375,1.6314742016
2.1534365847,0.2386306214,0.5356259817,0.4643740183,1.1534365847,0.3026350004
3.2728609196,0.1993890668,0.8177292046,0.5121861263,1.5965469631,32.9437941636
3.9492445265,0.0240937955,0.0503187985,0.0129079894,3.8982677198,43.9924114823
2.0486344123,0.8830601507,0.5118699588,0.4881300412,1.0486344123,0.9720828283
2.0643058965,0.3658778792,0.5155756704,0.4844243296,1.0643058965,0.1497540192
1.1565352025,0.5972012278,0.1353484144,0.8646515851,0.1565352064,0.4618528135
2.8988434147,0.662010052,0.6550349983,0.344965349,1.8988428844,0.1322625959
3.7990286988,0.5681554865,0.3530799714,0.1036914558,3.4051018824,42.0473466375
1.7775265158,0.8562703964,0.4374204879,0.5625795121,0.7775265158,0.8561655141
2.6728541417,0.6686673672,0.6258680994,0.3741319006,1.6728541417,0.2340952106
0.3567694048,0.5267713587,0.0,1.0,0.0,0.5267713587
0.9846622256,0.8046380122,0.0036520289,0.9962772255,0.0036656754,0.8009859833
3.252238904,0.9236734624,0.4945184806,0.1870379942,2.6439466628,32.0427449658
3.3106024475,0.5530501984,0.4762729879,0.1742131616,2.7338519281,34.8355272378
0.5461298481,0.0670069074,0.0,1.0,0.0,0.0670069074
1.1846770767,0.0788143519,0.155888115,0.844111885,0.1846770763,0.0770737631
0.2653757744,0.1369878021,0.0,1.0,0.0,0.1369878021
0.391811744,0.5707844405,0.0,1.0,0.0,0.5707844405
3.8712288211,0.6746307009,0.2257247144,0.0621738761,3.6305395199,48.701807629
3.1921647851,0.9457571345,0.5160479378,0.202780902,2.5448547305,28.5933146562
3.3741355353,0.2280854599,0.8377554355,0.5413832271,1.5474351505,37.6291012106
3.167825347,0.3820327583,0.525831399,0.2101574301,2.502083313,26.0175673793
2.8114523448,0.2347869814,0.6443119508,0.3556880493,1.8114523445,1.049186164
1.3161681606,0.1922554032,0.2402186666,0.7597813334,0.3161681606,0.0479632634
3.4270087094,0.8784034227,0.8464938925,0.554711645,1.5260070708,39.9772498357
1.9644992537,0.7431395079,0.4909644287,0.5090355713,0.9644992537,0.4841242085
3.4358699565,0.6040270859,0.4424220882,0.1518127909,2.9142609491,40.1187314828
0.6839319682,0.9780271353,0.0,1.0,0.0,0.9780271353
0.0672475772,0.3893161499,0.0,1.0,0.0,0.3893161499
1.994160963,0.8270196677,0.4985359665,0.5014640335,0.994160963,0.7549937301
2.1551787063,0.8699027593,0.5360013548,0.4639986452,1.1551787063,0.9234028513
0.2125815807,0.5888095868,0.0,1.0,0.0,0.5888095868
2.5852727368,0.6520084964,0.6131936156,0.3868063844,1.5852727368,0.1599795256
1.4613561597,0.7823044486,0.3157041195,0.6842958805,0.4613561597,0.6002583898
0.7203105707,0.756314666,0.0,1.0,0.0,0.756314666
0.2322989771,0.5351541932,0.0,1.0,0.0,0.5351541932
1.7832418827,0.9528754056,0.4392235794,0.5607764206,0.7832418827,1.2319500726
3.781514581,0.1718652227,0.2693889987,0.0771979031,3.4895895847,40.4194008026
1.0191876568,0.9523925084,0.0205905022,0.9793716129,0.0210241975,0.9318020062
0.5782662254,0.9249113984,0.0,1.0,0.0,0.9249113984
3.0517528613,0.6736141947,0.7362027396,0.4064014161,1.811516177,5.1338130255
2.7235503734,0.4981500353,0.6328321996,0.3671678004,1.7235503734,0.501276563
1.9432022933,0.9919299943,0.4853855394,0.5146144606,0.9432022933,1.4462053287
2.9999141229,0.4184345608,0.6438744447,0.3119334131,2.0641406717,6.9392583759
2.329768102,0.9140854328,0.5707727309,0.4292272691,1.329768102,1.1485662942
2.4188096722,0.4810323022,0.586573507,0.413426493,1.4188096722,0.1669563788
2.9821343001,0.3594634526,0.6612566106,0.3318910471,1.9923906247,2.277680788
3.5739681348,0.4537786435,0.5174241104,0.1756172077,2.9463178305,41.3343911605
3.4313329128,0.191311181,0.8470984651,0.5559325739,1.5237431748,40.1453101224
3.1881942558,0.1743500422,0.7960614711,0.4824042972,1.6501956464,27.8777116212
3.4142758421,0.0361075772,0.4484042038,0.1555180047,2.8832944756,38.7861413304
0.6804543618,0.7771733834,0.0,1.0,0.0,0.7771733834
2.1445187243,0.3216911809,0.5336949085,0.4663050915,1.1445187243,0.2125451472
1.0961346375,0.0541361187,0.0877009788,0.9122992693,0.0961318087,0.0335648601
2.2276916293,0.9077704353,0.5511048357,0.4488951643,1.2276916293,1.1010931143
0.0256625933,0.1789415623,0.0,1.0,0.0,0.1789415623
0.1756244779,0.3835693858,0.0,1.0,0.0,0.3835693858
0.3192403163,0.2473660131,0.0,1.0,0.0,0.2473660131
1.1866118523,0.1227258993,0.1572644432,0.8427355568,0.1866118522,0.0345385439
2.928409646,0.0207584498,0.6585512822,0.3415184324,1.9283037743,1.8701151246
0.3295338966,0.0439506112,0.0,1.0,0.0,0.0439506112
2.63948045,0.1791542316,0.6211375614,0.3788624386,1.63948045,0.4740207112
0.2266537248,0.9163225636,0.0,1.0,0.0,0.9163225636
2.7505244589,0.0342037279,0.6364329731,0.3635670269,1.7505244589,1.0266352621
0.3092529073,0.8144018228,0.0,1.0,0.0,0.8144018228
0.1097722714,0.6828210038,0.0,1.0,0.0,0.6828210038
2.3116896282,0.2158663376,0.5674159767,0.4325840233,1.3116896282,0.3650038235
2.9449903775,0.9983143493,0.6603018827,0.3394132577,1.9454215997,2.6375236546
0.9182117332,0.6713632809,1.18745e-05,0.9999870676,1.18747e-05,0.6713514063
3.5345896302,0.0096494756,0.821066528,0.6330611682,1.2969781897,40.0164493146
0.7859721081,0.9969004631,0.0,1.0,0.0,0.9969004631
3.266780638,0.1045065751,0.4897592092,0.1836474402,2.6668447362,25.7787840369
2.4759973054,0.2108649696,0.5961223391,0.4038776609,1.4759973054,0.3995089059
1.8009948847,0.4581308754,0.444751338,0.555248662,0.8009948847,0.0133795374
2.6465510198,0.8388006804,0.6221497366,0.3778502634,1.6465510198,0.7942332028
0.4344367521,0.6125186995,0.0,1.0,0.0,0.6125186995
0.2871481818,0.058065931,0.0,1.0,0.0,0.058065931
2.6073481736,0.1267845461,0.6164685598,0.3835314402,1.6073481736,0.6617290094
1.7644595415,0.1809489391,0.4332542195,0.5667457805,0.7644595415,0.2523052804
2.941607594,0.8026722913,0.660200507,0.3401102699,1.9411366411,2.6569887504
3.0025448158,0.2047529319,0.6917777024,0.3599897434,1.9216594782,8.0819420245
1.5809666134,0.2775452292,0.3674755738,0.6325244262,0.5809666134,0.0899303446
2.6452157648,0.9746311249,0.6219590049,0.3780409951,1.6452157648,1.5131150941
3.7572122535,0.7231885047,0.8715236286,0.365687601,2.3832463182,35.6649243436
2.3722340918,0.6651691512,0.5784564418,0.4215435582,1.3722340918,0.228435071
1.7562014904,0.466983914,0.4305892545,0.5694107455,0.7562014904,0.0363946596
2.1036899643,0.9972960478,0.5246447828,0.4753552172,1.1036899643,1.5109987131
0.7164159412,0.0349613164,0.0,1.0,0.0,0.0349613164
0.6117753934,0.4741486834,0.0,1.0,0.0,0.4741486834
0.2630318654,0.1251450991,0.0,1.0,0.0,0.1251450991
2.7619423232,0.7483677933,0.6379359585,0.3620640415,1.7619423232,0.7989662762
2.8584301484,0.8119008908,0.6501576386,0.3498423969,1.8584300938,1.3488850698
2.2686521741,0.099631385,0.5592096438,0.4407903562,1.2686521741,0.4768688235
3.1735480447,0.1926327143,0.7916396194,0.4765348893,1.6612416785,26.8926184165
1.9533566049,0.3216626818,0.4880607066,0.5119392934,0.9533566049,0.1663980248
2.9299694412,0.8348878554,0.658734481,0.3413380947,1.9298592546,1.9832486308
0.0109889046,0.2455329772,0.0,1.0,0.0,0.2455329772
2.5886541901,0.7540424842,0.613698885,0.386301115,1.5886541901,0.5737222406
3.0633769651,0.2241613237,0.7460468897,0.4196097598,1.7779540925,17.0249671357
2.200958852,0.8958458779,0.5456525691,0.4543474309,1.200958852,1.0421217571
3.2454140098,0.6360665025,0.4968066896,0.1886795918,2.6330706192,30.6617948885
1.8415549948,0.1656731309,0.456980648,0.543019352,0.8415549948,0.2913075171
1.4322152547,0.9011895841,0.3017809322,0.6982190678,0.4322152547,0.9479018086
1.9313502466,0.5941769397,0.4822275236,0.5177724764,0.9313502466,0.1449887738
0.4901874718,0.8800120635,0.0,1.0,0.0,0.8800120635
3.2340255599,0.3763644407,0.5007073793,0.1914952283,2.6147250971,30.4075095001
2.6591574839,0.2715681611,0.6239410392,0.3760589608,1.6591574839,0.5943816852
0.5188656609,0.55947931,0.0,1.0,0.0,0.55947931
2.7806651322,0.6214527816,0.6403738126,0.3596261874,1.7806651322,0.147161051
3.9330072317,0.9795756901,0.9832427709,0.4984841698,1.9724653869,47.3360086958
1.1532369923,0.5161189421,0.132875548,0.8671244512,0.1532369982,0.3832433941
0.9162492404,0.9004585868,7.0711e-06,0.9999922825,7.0712e-06,0.9004515157
3.0175526484,0.5869927807,0.6213005798,0.28998934,2.1424945475,9.8124062222
0.1191917332,0.0874824218,0.0,1.0,0.0,0.0874824218
0.9475834251,0.5429569064,0.0001976039,0.9997914219,0.0001976451,0.5427593025
3.5656995281,0.9530645556,0.3474063022,0.1093979714,3.175619233,41.6161454008
0.7738252633,0.325242394,0.0,1.0,0.0,0.325242394
3.3712388957,0.0185248152,0.8372471518,0.5406202941,1.5486787323,37.1053492041
2.4580066501,0.1411988491,0.5931662756,0.4068337244,1.4580066501,0.5319226012
3.412463192,0.6767189778,0.4488522241,0.155809945,2.8807674898,38.2328218247
2.8023823076,0.750310333,0.6431607503,0.3568392497,1.8023823075,0.9273654536
1.0451559351,0.9617197418,0.0431500088,0.956852587,0.0450957748,0.9279151699
0.8936710415,0.9241527963,5.722e-07,0.9999993597,5.722e-07,0.9241522241
0.115198766,0.0636393981,0.0,1.0,0.0,0.0636393981
0.4078829633,0.6825604646,0.0,1.0,0.0,0.6825604646
3.8103393703,0.4413464065,0.7558808768,0.2727914193,2.7709114856,41.5799645849
2.2920265464,0.8381131204,0.5637048787,0.4362951213,1.2920265464,0.806111934
2.8576994618,0.3121560438,0.650068179,0.3499318388,1.8576994345,0.734642744
0.3161243908,0.893957103,0.0,1.0,0.0,0.893957103
2.0518659763,0.4192518408,0.5126387339,0.4873612661,1.0518659763,0.0940779997
2.5211533335,0.2911689143,0.603356136,0.396643864,1.5211533335,0.4253840794
2.3292018736,0.4329070388,0.5706683859,0.4293316141,1.3292018736,0.141190163
1.8452163903,0.3937494265,0.4580581415,0.5419418585,0.8452163903,0.064308715
2.6789006059,0.5092071066,0.626712541,0.373287459,1.6789006059,0.399341173
1.4627499483,0.2996182614,0.3163561543,0.6836438457,0.4627499483,0.0167378929
2.7380716111,0.4433098027,0.6347794572,0.3652205428,1.7380716111,0.5194327082
3.8475146795,0.695751618,0.5048297378,0.8446602562,0.5976719446,52.6165658012
2.0084128076,0.2014377185,0.502094392,0.497905608,1.0084128076,0.3006574767
2.6692946754,0.8732042075,0.6253691999,0.3746308001,1.6692946754,1.1212297084
3.4107628324,0.475214086,0.4492754458,0.1560855675,2.8783919799,39.4530331087
1.0054510487,0.4750461943,0.0123144122,0.9875985545,0.0124690464,0.4627317821
1.7503473749,0.484569787,0.4286848346,0.5713151654,0.7503473749,0.0558849524
1.6937849079,0.274710257,0.4096062639,0.5903937361,0.6937849079,0.1348960068
3.8922004374,0.0419194457,0.3678526462,0.1056780518,3.4808802781,46.6777769429
1.2169368783,0.0599370306,0.1782646924,0.8217353076,0.2169368783,0.1183276618
3.8117307172,0.7937413993,0.9474093684,0.4619338776,2.0509631666,42.391113073
1.5940378331,0.3585323822,0.3726623175,0.6273376825,0.5940378331,0.0141299353
3.6022096543,0.6570952114,0.4209686893,0.1351219611,3.1154720216,42.2105535554
0.1457026349,0.0183319913,0.0,1.0,0.0,0.0183319913
1.1894122465,0.4299111366,0.1592486097,0.8407513903,0.1894122466,0.270662527
3.834894734,0.9145980839,0.4946743664,0.847860683,0.5834382657,48.5120024858
0.0945047691,0.870156699,0.0,1.0,0.0,0.870156699
1.5088234908,0.0732433939,0.3372319518,0.6627680482,0.5088234908,0.263988558
2.8408647755,0.4176399653,0.6479945075,0.3520054891,1.8408647806,0.7863342346
0.5612762232,0.949957725,0.0,1.0,0.0,0.949957725
2.9881409287,0.7828277651,0.6758261359,0.3456284734,1.955354341,5.8701134016
1.3089845371,0.5337661299,0.2360490352,0.7639509648,0.3089845371,0.2977170947
0.6867209976,0.9830586234,0.0,1.0,0.0,0.9830586234
3.3165236035,0.9018829571,0.4745395311,0.1730189874,2.7427020479,33.0122142663
2.0438529887,0.1630472234,0.5107280193,0.4892719807,1.0438529887,0.3480571435
1.5333912353,0.9028814834,0.3478507135,0.6521492865,0.5333912353,0.9818167441
1.1490702934,0.5305114931,0.1297312291,0.8702687697,0.1490703029,0.400780264
2.520306221,0.4148606023,0.6032228181,0.3967771819,1.520306221,0.2247477725
0.8500305635,0.5419938599,8.6e-09,0.9999999899,8.6e-09,0.5419938513
3.8853418335,0.3094544684,0.8408539935,0.6832566718,1.2306561036,46.5285201935
3.809459401,0.9092388754,0.7451755682,0.2667874229,2.7931435446,40.8252839162
0.8654026213,0.6774149626,4.56e-08,0.9999999473,4.56e-08,0.677414917
1.1909529057,0.7277541495,0.1603362357,0.8396637643,0.1909529058,0.5674179138
3.1623736729,0.3136559414,0.7880916643,0.4718734992,1.670133342,20.9450531082
3.9739336545,0.2116041942,0.1032995923,0.0267075873,3.8677994743,46.9938114022
1.1943876573,0.5341856639,0.1627508926,0.8372491074,0.1943876573,0.3714347713
0.7754280115,0.8297938782,0.0,1.0,0.0,0.8297938782
3.675943627,0.166564132,0.8306286565,0.3449625294,2.4078808157,33.534808157
3.6300379824,0.4716474055,0.3049848897,0.0925898834,3.293933189,36.3096529251
3.8831651406,0.6598606327,0.2057447533,0.0561349038,3.6651840391,42.4320878871
3.0863245122,0.8832878825,0.5657858082,0.2417757927,2.3401259568,15.0895198019
1.1771173856,0.713548726,0.1504670545,0.8495329454,0.1771173859,0.5630816715
1.3842687845,0.7080910054,0.2775969442,0.7224030558,0.3842687845,0.4304940612
0.7440998134,0.819276334,0.0,1.0,0.0,0.819276334
2.7218361944,0.9088636719,0.6326009618,0.3673990382,1.7218361944,1.4406997093
