k,x_zero,x_t,Component A,Component B,Fatigue
3.7627693418,0.1480167361,0.6955539821,0.2447581794,2.8418007684,37.3022676898
0.6168628161,0.416987251,0.0,1.0,0.0,0.416987251
1.2118344009,0.3308353972,0.1748047429,0.8251952571,0.2118344009,0.1560306543
2.9732377208,0.1960800889,0.6667745823,0.3395592089,1.9636474724,4.262336316
2.0554683342,0.619710918,0.51349287,0.48650713,1.0554683342,0.1643968873
2.6525970494,0.9423879879,0.6230109657,0.3769890343,1.6525970494,1.405705254
2.3202364094,0.4202348913,0.5690094354,0.4309905646,1.3202364094,0.1521868879
0.1295318671,0.6288925544,0.0,1.0,0.0,0.6288925544
1.100173288,0.638800348,0.0910537809,0.9089460522,0.1001751211,0.5477465671
1.8568872568,0.7200625203,0.4614643424,0.5385356576,0.8568872568,0.4329320972
2.8089971579,0.2564592711,0.6440010638,0.3559989363,1.8089971577,0.9798668655
0.1095092249,0.6954374545,0.0,1.0,0.0,0.6954374545
1.6786453928,0.3059304093,0.4042815688,0.5957184312,0.6786453928,0.0983511595
2.1422149681,0.323367768,0.53319344,0.46680656,1.1422149681,0.2104418518
1.3626148121,0.8823145352,0.2661168871,0.7338831129,0.3626148121,0.8654555796
1.7183996431,0.8124182801,0.4180631939,0.5819368061,0.7183996431,0.7067310713
3.4788280524,0.9350038633,0.4862322088,0.1679894107,2.8944217779,41.2189105839
2.2684232215,0.5229830017,0.5591651547,0.4408348453,1.2684232215,0.0548754469
3.0415365684,0.2948611571,0.7317367642,0.4029499157,1.8159496646,12.5996801478
3.5263834164,0.477880154,0.5153011475,0.1777072352,2.8997195692,40.9149637218
2.632000892,0.91230312,0.620060919,0.379939081,1.632000892,1.2683286478
1.8953778421,0.5532688039,0.472400712,0.527599288,0.8953778421,0.0887371123
0.6339633565,0.9215117803,0.0,1.0,0.0,0.9215117803
3.023977782,0.5687500021,0.6138717356,0.2832084043,2.1675618596,11.1599439361
2.50540817,0.8925405549,0.6008634393,0.3991365607,1.50540817,1.1007733524
0.3228291805,0.5690839513,0.0,1.0,0.0,0.5690839513
0.567880917,0.8416158516,0.0,1.0,0.0,0.8416158516
0.5693003312,0.8641103396,0.0,1.0,0.0,0.8641103396
0.2895402787,0.8938839159,0.0,1.0,0.0,0.8938839159
1.3242087834,0.1441752216,0.2448320744,0.7551679256,0.3242087834,0.1006568528
3.6599544474,0.5550800756,0.6197283676,0.2159697165,2.869515123,37.8929142566
2.8874811462,0.8294855595,0.6536777493,0.3463230098,1.887479985,1.4568740329
1.3260068187,0.3112603177,0.2458560651,0.7541439349,0.3260068187,0.0654042526
1.2603537882,0.5721665695,0.2065719885,0.7934280115,0.2603537882,0.3655945811
1.7489417681,0.427610334,0.4282256744,0.5717743256,0.7489417681,0.0006153404
2.8378178804,0.1395738426,0.6476165691,0.3523834302,1.8378178813,0.6099032797
1.0768896692,0.283643138,0.071415618,0.9285830612,0.0769081636,0.21222752
3.7282403585,0.6114611369,0.9214825503,0.4467351913,2.0627041887,31.9295761103
2.5696361991,0.0258850286,0.6108398534,0.3891601466,1.5696361991,0.6673117066
1.6985672509,0.5013945676,0.4112685268,0.5887314732,0.6985672509,0.0901260409
0.0129967002,0.9229124482,0.0,1.0,0.0,0.9229124482
0.3760095103,0.4129282913,0.0,1.0,0.0,0.4129282913
2.1209092853,0.2176926041,0.5285041152,0.4714958848,1.1209092853,0.31419663
0.2163076932,0.0139594381,0.0,1.0,0.0,0.0139594381
2.3446777485,0.1055238211,0.573502158,0.426497842,1.3446777485,0.4768383979
3.2994288917,0.7032527144,0.8234839692,0.5204012137,1.5824020919,31.1738748429
0.2110518621,0.4918365806,0.0,1.0,0.0,0.4918365806
0.2594010965,0.5787898205,0.0,1.0,0.0,0.5787898205
3.4525377943,0.6493838811,0.455751461,0.1564956638,2.9122306004,40.2860887839
3.7711956505,0.4286857609,0.5272026159,0.1680319386,3.1375143347,39.6529683295
1.2896475379,0.7367745669,0.2245943403,0.7754056597,0.2896475379,0.5121802267
1.2459226912,0.1791504445,0.1973819828,0.8026180172,0.2459226912,0.0182315383
1.4038186653,0.0146867317,0.2876572846,0.7123427154,0.4038186653,0.2729705528
0.0012512249,0.469181654,0.0,1.0,0.0,0.469181654
2.6662769287,0.9213908619,0.6249451851,0.3750548149,1.6662769287,1.300308882
3.957984897,0.6457503436,0.5021173274,0.1490895561,3.3678906855,45.072268498
1.3237137884,0.9943563639,0.2445496838,0.7554503162,0.3237137884,1.2240492522
1.1226285846,0.4494098932,0.1092335791,0.8907664018,0.1226287598,0.3401763141
1.3805568839,0.4023507884,0.2756546205,0.7243453795,0.3805568839,0.1266961679
0.4897754546,0.4877787641,0.0,1.0,0.0,0.4877787641
3.4306757076,0.4864493091,0.4446021317,0.1530073234,2.9057572,40.2205647724
3.4578891111,0.0759038412,0.4636560006,0.1595391775,2.9062203263,40.3375463805
0.896192941,0.1071929491,8.952e-07,0.9999990011,8.952e-07,0.1071920539
3.4985413174,0.6311420516,0.3836093543,0.1253646712,3.0599478354,40.6066071425
3.0103053813,0.0553584998,0.6306322562,0.2987318292,2.1110313483,8.6074821666
2.8230312161,0.1904233753,0.6457708319,0.3542291687,1.8230312153,1.0173962812
2.5569234511,0.7596182346,0.608904991,0.391095009,1.5569234511,0.5649492752
1.8760381984,0.0369897646,0.466961813,0.533038187,0.8760381984,0.4299720484
2.9925246083,0.5250032103,0.6512011267,0.3200257808,2.0348395839,6.1746019573
3.7138186164,0.5427796032,0.8976407561,0.5910883795,1.5186235886,35.1140567229
0.9112093021,0.2230295245,5.4931e-06,0.9999939716,5.4931e-06,0.2230240315
0.4440415472,0.5913598031,0.0,1.0,0.0,0.5913598031
0.2357131026,0.8016954064,0.0,1.0,0.0,0.8016954064
1.1373875028,0.9639727026,0.1207920378,0.879207983,0.1373873305,1.0057633257
1.0332147458,0.0934151574,0.032855934,0.9671191341,0.0339729955,0.0605592233
3.8446516622,0.8156681395,0.9582728958,0.5274171247,1.8169165369,53.0815853075
2.5490741783,0.9385658743,0.6077007062,0.3922992938,1.5490741783,1.3539917548
3.374313869,0.8741365231,0.8377866219,0.5414300769,1.5473588514,37.7815000628
1.6888118428,0.0216424445,0.4078677241,0.5921322759,0.6888118428,0.3862252796
0.6172849215,0.3517893662,0.0,1.0,0.0,0.3517893662
1.2959349571,0.1809011434,0.2283563349,0.7716436651,0.2959349571,0.0474551915
3.4478987804,0.2565662224,0.8458093362,0.5684723796,1.4878635561,40.0073253185
0.7368958955,0.1791401111,0.0,1.0,0.0,0.1791401111
2.654647604,0.9911329641,0.6233021669,0.3766978331,1.654647604,1.6630609387
2.2092203402,0.0424768079,0.5473516236,0.4526483764,1.2092203402,0.5164495411
0.8578561743,0.3714512163,2.02e-08,0.9999999765,2.02e-08,0.3714511961
2.8955660016,0.5283461886,0.6546433053,0.345354426,1.8955694672,1.3599595588
2.7652134556,0.9397282282,0.6383642652,0.3616357348,1.7652134556,1.28825199
1.4911026161,0.998102972,0.3293553447,0.6706446553,0.4911026161,1.3218117221
2.6735669665,0.127878662,0.6259678502,0.3740321498,1.6735669665,0.70991763
2.5523338547,0.7134919043,0.6082017256,0.3917982744,1.5523338547,0.4127019287
2.4430100596,0.3233998864,0.590668898,0.409331102,1.4430100596,0.3309727771
3.7416894958,0.5968206863,0.9348326251,0.5125545069,1.8238696811,42.3200319247
1.2814981053,0.6511477386,0.219663302,0.780336698,0.2814981053,0.4314844366
3.2837383111,0.5014960704,0.4843959353,0.1798649693,2.6931088207,33.5608076708
3.2142986688,0.2310665572,0.8033827471,0.4922728898,1.6319865743,29.422586882
0.5342832531,0.3158547019,0.0,1.0,0.0,0.3158547019
0.5663724988,0.5415648867,0.0,1.0,0.0,0.5415648867
1.8724604103,0.4758383995,0.4659433148,0.5340566852,0.8724604103,0.0098950848
0.1233641761,0.1088492677,0.0,1.0,0.0,0.1088492677
3.4468666027,0.5743182647,0.4348898241,0.148104579,2.9363698758,40.6878029838
0.7948081505,0.5183878189,0.0,1.0,0.0,0.5183878189
2.0311322514,0.1234319746,0.5076637677,0.4923362323,1.0311322514,0.3843855594
0.6607640456,0.5667989021,0.0,1.0,0.0,0.5667989021
0.7566676765,0.7169711647,0.0,1.0,0.0,0.7169711647
2.678356236,0.5051630734,0.6266366712,0.3733633288,1.678356236,0.4034965336
1.7388621455,0.7098545234,0.4249112832,0.5750887168,0.7388621455,0.4184899592
3.4644986709,0.7518005236,0.8369420071,0.5917787721,1.4142819016,40.3276657635
2.2548629459,0.9561635441,0.5565140658,0.4434859342,1.2548629459,1.3420957784
2.4437689811,0.282877399,0.5907960173,0.4092039827,1.4437689811,0.3830109379
2.2299189527,0.361045382,0.5515532083,0.4484467917,1.2299189527,0.2048581305
3.1392191968,0.4095267595,0.53836669,0.2198161406,2.4491681485,24.0600557456
1.5628413657,0.3683359919,0.3601397929,0.6398602071,0.5628413657,0.008196199
1.5236476183,0.0797413682,0.3436802657,0.6563197343,0.5236476183,0.2639388974
0.4075070188,0.1138238208,0.0,1.0,0.0,0.1138238208
0.6582754911,0.2432673959,0.0,1.0,0.0,0.2432673959
1.5911971059,0.2146341239,0.3715423461,0.6284576539,0.5911971059,0.1569082222
3.8107941392,0.1252387605,0.2053305709,0.0571470984,3.5930183117,40.4555969433
3.1259891644,0.7713817568,0.7752716389,0.4553728973,1.7024984216,23.0259825638
2.3108255205,0.4809744715,0.5672542167,0.4327457833,1.3108255205,0.1147418061
0.872718629,0.4785449316,1.063e-07,0.9999998782,1.063e-07,0.4785448253
0.099245446,0.028726961,0.0,1.0,0.0,0.028726961
1.0468162486,0.4109228821,0.0450167539,0.9549686893,0.0471395077,0.3659061283
0.7272918314,0.9448302243,0.0,1.0,0.0,0.9448302243
0.7903067855,0.3642785421,0.0,1.0,0.0,0.3642785421
1.4849234907,0.9206904412,0.3265646303,0.6734353697,0.4849234907,1.0303981735
1.4846769367,0.4339082619,0.3264527957,0.6735472043,0.4846769367,0.1074554663
2.2609408752,0.6426252436,0.5577062581,0.4422937419,1.2609408752,0.1802081643
1.9498316244,0.2926869533,0.4871352031,0.5128647969,0.9498316244,0.1944482498
3.7566249475,0.5246522973,0.8395130532,0.662863918,1.2664938162,40.0012873673
1.5001678548,0.0475182892,0.3334079271,0.6665920729,0.5001678548,0.2858896379
0.0093657271,0.9099501718,0.0,1.0,0.0,0.9099501718
0.2136213794,0.8367880258,0.0,1.0,0.0,0.8367880258
1.3409610974,0.2311098546,0.2542662111,0.7457337889,0.3409610974,0.0231563565
2.9401090059,0.2557941294,0.659999248,0.340254005,1.9397251415,2.3376985569
2.7125707176,0.7096459893,0.6313460167,0.3686539833,1.7125707176,0.4961662881
1.382891138,0.1921083939,0.2768772809,0.7231227191,0.382891138,0.0847688869
3.7157326255,0.0976220827,0.9087938588,0.4263793018,2.1314211428,36.2169718951
1.0943129721,0.6923492858,0.0861873259,0.9138123946,0.0943162146,0.6061619599
0.0828051079,0.1118054044,0.0,1.0,0.0,0.1118054044
1.263212858,0.7828765299,0.2083677793,0.7916322207,0.263212858,0.5745087506
1.0542035354,0.2449992292,0.0515574982,0.9484344008,0.054360637,0.193441731
2.3160761337,0.7485086346,0.5682352642,0.4317647358,1.3160761337,0.4485630044
2.7413768988,0.1369437362,0.6352198049,0.3647801951,1.7413768988,0.6778162236
2.2614333909,0.5239191683,0.5578025848,0.4421974152,1.2614333909,0.0510634363
2.1350869823,0.2173572217,0.5316350068,0.4683649932,1.1350869823,0.3190505409
3.4280976778,0.8607622697,0.8467120866,0.5548468724,1.5260284029,40.1356817201
2.3473708234,0.8037969862,0.5739914674,0.4260085326,1.3473708234,0.6610527139
0.5957023057,0.0726421281,0.0,1.0,0.0,0.0726421281
3.4145831971,0.7949742754,0.8445302783,0.5516680295,1.5308668133,39.346616858
2.4492983617,0.1533821717,0.5917198102,0.4082801898,1.4492983617,0.5068245116
1.1537824667,0.5988126713,0.1332854985,0.8667145008,0.1537824721,0.4655271728
1.8473278743,0.3642001182,0.4586775775,0.5413224225,0.8473278743,0.0944774593
1.3407413489,0.9551955666,0.2541439847,0.7458560153,0.3407413489,1.0945801466
2.8980593494,0.6678352016,0.6549417837,0.3450588072,1.8980584472,0.243959031
1.7115375674,0.1563847455,0.4157300319,0.5842699681,0.7115375674,0.2593452864
3.3524821234,0.5189069951,0.4644118867,0.1661254341,2.7955495755,36.9037113465
3.781291914,0.6256504371,0.8523146227,0.3431657612,2.4836819961,37.883750014
0.9672324921,0.2905773478,0.0010308252,0.9989331147,0.0010319261,0.2895465226
2.3273864384,0.0715446065,0.5703334936,0.4296665064,1.3273864384,0.5334395891
1.3555938019,0.461541057,0.2623158953,0.7376841047,0.3555938019,0.1992251617
0.7029639653,0.1707355466,0.0,1.0,0.0,0.1707355466
2.225213084,0.0121238952,0.5506048355,0.4493951645,1.225213084,0.5462175645
0.5724946108,0.3648011439,0.0,1.0,0.0,0.3648011439
0.9961638067,0.933967518,0.0068064212,0.9931200335,0.0068535736,0.9271610967
3.5670917703,0.7477094828,0.8052771547,0.6557185454,1.2280835435,40.4709760048
0.956233169,0.2243566821,0.0004010564,0.9995804112,0.0004012247,0.2239556258
1.5863904027,0.8474751453,0.3696381431,0.6303618569,0.5863904027,0.8069963945
2.9229847082,0.6909726244,0.6578946597,0.3421276661,1.9229507718,0.8303518245
2.469692428,0.0444906565,0.5950912799,0.4049087201,1.469692428,0.602774229
0.173442061,0.0229867192,0.0,1.0,0.0,0.0229867192
0.185952926,0.0350637675,0.0,1.0,0.0,0.0350637675
1.329519422,0.5800359038,0.2478485207,0.7521514793,0.329519422,0.3321873831
2.6292280311,0.9145832689,0.6196602242,0.3803397758,1.6292280311,1.2606052759
1.1366414101,0.3616348231,0.120215083,0.8797849126,0.1366414464,0.2414197401
0.4420845058,0.9001257444,0.0,1.0,0.0,0.9001257444
0.3256721746,0.5534199446,0.0,1.0,0.0,0.5534199446
1.2318425956,0.5804406135,0.1882079711,0.8117920289,0.2318425956,0.3922326425
0.9238925955,0.4661606275,2.13291e-05,0.9999769133,2.13296e-05,0.4661392984
3.2083345704,0.0618572993,0.5099202879,0.1982320964,2.5723396827,29.0470989815
3.1737788823,0.7362098088,0.7917112571,0.4766294454,1.6610624138,26.0953857406
0.4656174332,0.1370909618,0.0,1.0,0.0,0.1370909618
2.1846359584,0.811986651,0.542257832,0.457742168,1.1846359584,0.6957330837
3.8287650062,0.4999228186,0.9568183083,0.4901305717,1.9521702246,53.1750369871
3.7684849681,0.4613819707,0.2081428239,0.058675283,3.5473680462,35.6204783779
0.573231965,0.0181950266,0.0,1.0,0.0,0.0181950266
3.596732714,0.0687811657,0.4087780488,0.130747521,3.126468828,41.7276264727
1.9280243856,0.1840774865,0.481334361,0.518665639,0.9280243856,0.2972568744
2.7518780777,0.3514081075,0.6366118077,0.3633881923,1.7518780777,0.3408540765
2.559672179,0.045695906,0.6093249721,0.3906750279,1.559672179,0.7069346152
1.5673097605,0.7229245905,0.3619640321,0.6380359679,0.5673097605,0.4570098289
2.370404792,0.5670824832,0.5781311262,0.4218688738,1.370404792,0.0232248542
3.8361902763,0.7527297839,0.9588479861,0.50721293,1.8904249661,51.1530042532
1.7451348624,0.3153436244,0.4269783834,0.5730216166,0.7451348624,0.111634759
1.8055470317,0.5085245656,0.4461512315,0.5538487685,0.8055470317,0.0623733341
1.5082341456,0.7766727808,0.3369729741,0.6630270259,0.5082341456,0.5904327768
0.6887234031,0.7476323779,0.0,1.0,0.0,0.7476323779
0.9635221109,0.4781687361,0.000779133,0.999190715,0.000779764,0.4773896031
0.205218477,0.9937487,0.0,1.0,0.0,0.9937487
3.1570985729,0.5949601921,0.5303870625,0.2136405381,2.4826143348,25.2475039412
1.6920512704,0.2804620846,0.4090013598,0.5909986402,0.6920512704,0.1285392752
1.3817372087,0.8093343228,0.2762733799,0.7237266201,0.3817372087,0.6591696737
2.320542145,0.5303808354,0.5690662192,0.4309337808,1.320542145,0.0654502296
3.2889496455,0.0480752009,0.4827856527,0.1787372154,2.7010919442,33.4806244585
0.0757666206,0.7900729701,0.0,1.0,0.0,0.7900729701
3.0133814562,0.1694753904,0.7052168246,0.3736211831,1.8875183115,9.5790429907
0.6920002673,0.9679071932,0.0,1.0,0.0,0.9679071932
0.5210836057,0.9434839781,0.0,1.0,0.0,0.9434839781
2.1286339572,0.3574422874,0.5302151426,0.4697848574,1.1286339572,0.1766447924
0.7637203643,0.0583499983,0.0,1.0,0.0,0.0583499983
0.3596017624,0.5495734144,0.0,1.0,0.0,0.5495734144
2.3123050015,0.3116766451,0.5675311002,0.4324688998,1.3123050015,0.2870842927
3.5383356677,0.7005000813,0.365601022,0.1170191956,3.124282474,39.4168965584
0.1404749458,0.9563398037,0.0,1.0,0.0,0.9563398037
0.7389169398,0.4817945704,0.0,1.0,0.0,0.4817945704
0.9549013835,0.0198916381,0.0001367555,0.9998567652,0.0001367751,0.0197548826
3.6296939983,0.2357843466,0.769751509,0.6947546291,1.1079472906,36.122189787
1.1096705507,0.7400433675,0.0988321184,0.9011678216,0.1096711579,0.6412112491
3.6029701787,0.6461342647,0.5930862631,0.2077849635,2.8543271516,41.7041036312
2.0168178074,0.2608833546,0.5041693918,0.4958306082,1.0168178074,0.2433115698
3.417477258,0.0639651256,0.4476214042,0.1550073452,2.8877431808,39.3205736106
3.3881746024,0.4097091547,0.4549705584,0.1598263831,2.8466549103,38.4508835269
0.2410891621,0.9635485107,0.0,1.0,0.0,0.9635485107
1.0172496969,0.1919579464,0.0200337485,0.9799020396,0.0204446442,0.1719241979
3.4790110431,0.2727370758,0.8691072138,0.5136218479,1.6921149622,39.4943355166
1.6013332775,0.5563904218,0.3755203779,0.6244796221,0.6013332775,0.180870044
2.2965623983,0.3347972065,0.5645665884,0.4354334116,1.2965623983,0.2566410831
2.0084394255,0.4930434069,0.5021009908,0.4978990092,1.0084394255,0.0090590559
2.3463414695,0.8553234535,0.5738045749,0.4261954251,1.3463414695,0.8864951422
1.4656154261,0.1292073967,0.3176927711,0.6823072289,0.4656154261,0.1884853744
1.1931568301,0.3874322333,0.1618872099,0.8381127901,0.1931568302,0.2255450234
2.9285805615,0.7129558783,0.6585668906,0.3414938422,1.9284883333,1.3983256889
0.175458741,0.9204256606,0.0,1.0,0.0,0.9204256606
3.9447573958,0.8889179402,0.4270290201,0.1235060287,3.4575560755,44.8144890531
2.2108361299,0.1160665153,0.5476824417,0.4523175583,1.2108361299,0.4409699988
0.471028592,0.2202658467,0.0,1.0,0.0,0.2202658467
2.0581670117,0.8545274982,0.5141307803,0.4858692197,1.0581670117,0.8574318938
0.4711610926,0.4463518545,0.0,1.0,0.0,0.4463518545
2.7269843354,0.7917868298,0.6332945565,0.3667054435,1.7269843354,0.8455628773
2.4642558185,0.2531546942,0.5941979755,0.4058020245,1.4642558185,0.4145721045
1.5235577893,0.6955463291,0.3436415691,0.6563584309,0.5235577893,0.3939257269
3.6209290346,0.7892467869,0.7895490616,0.6787413915,1.1632546233,40.3704500506
0.7870967219,0.4417197373,0.0,1.0,0.0,0.4417197373
0.8651511163,0.2168006711,4.02e-08,0.9999999536,4.02e-08,0.216800631
3.1837214618,0.8643980094,0.7947369702,0.480639141,1.6535003133,27.266797574
1.8106599591,0.0783408147,0.4477151853,0.5522848147,0.8106599591,0.3693743705
3.2962272775,0.1338504616,0.8228118127,0.519434674,1.5840525361,33.879358401
2.1990893921,0.1196073596,0.5452663254,0.4547336746,1.1990893921,0.4338577974
0.1409273143,0.4182539366,0.0,1.0,0.0,0.4182539366
3.5239115766,0.7747499783,0.8802803734,0.4859309076,1.811534026,40.360184858
1.4767413599,0.540205754,0.3228333497,0.6771666503,0.4767413599,0.2173724043
2.0917615078,0.65037262,0.5219340272,0.4780659728,1.0917615078,0.2210705855
0.8292371266,0.0539669578,3e-10,0.9999999996,3e-10,0.0539669575
0.5367767033,0.5860594583,0.0,1.0,0.0,0.5860594583
2.4292009002,0.1521342971,0.5883419935,0.4116580065,1.4292009002,0.5004207383
1.5087692455,0.7797606059,0.3372081231,0.6627918769,0.5087692455,0.5987547635
3.912571764,0.4064175142,0.1375827614,0.0364962547,3.7697775485,49.4628292268
0.0364311681,0.0188034993,0.0,1.0,0.0,0.0188034993
0.455403095,0.0604304079,0.0,1.0,0.0,0.0604304079
3.2399943116,0.4209910433,0.4986498455,0.1900073283,2.6243716486,31.0638553265
3.4263103309,0.3663217141,0.4454788005,0.1536144653,2.8999795015,39.8397611153
3.0528522972,0.8430080812,0.7395825023,0.4120199468,1.7950162562,15.522537158
2.0036372392,0.3299807802,0.5009076591,0.4990923409,1.0036372392,0.1709273109
2.842424234,0.7501575765,0.6481876351,0.3518123712,1.8424242243,1.0991145086
0.1920767069,0.1556177589,0.0,1.0,0.0,0.1556177589
0.5621146261,0.0697347124,0.0,1.0,0.0,0.0697347124
3.0528046942,0.0150376111,0.7395471786,0.4119756676,1.7951234422,13.0011811531
0.7000367793,0.5839112625,0.0,1.0,0.0,0.5839112625
2.6371011841,0.207866591,0.6207957412,0.3792042588,1.6371011841,0.5686520336
2.0277367881,0.7063809492,0.5068393463,0.4931606537,1.0277367881,0.3721389505
1.885109135,0.3141703592,0.4695267338,0.5304732662,0.885109135,0.1553563746
0.3295260413,0.8009836949,0.0,1.0,0.0,0.8009836949
0.9114964662,0.185004514,5.3998e-06,0.9999940758,5.3999e-06,0.1849991141
0.3245570192,0.9505091662,0.0,1.0,0.0,0.9505091662
2.5651851459,0.7785695007,0.6101645912,0.3898354088,1.5651851459,0.6122477424
1.2604858921,0.1197982176,0.2066551429,0.7933448571,0.2604858921,0.0868569253
1.0245096315,0.3706903752,0.0258002684,0.9741486673,0.0264849394,0.3448901068
1.1029946587,0.1180705909,0.0933776577,0.9066223008,0.1029951035,0.0246929331
0.3639912487,0.7270857437,0.0,1.0,0.0,0.7270857437
0.8481179664,0.9998362981,0.0,1.0,0.0,0.9998362981
2.9004131417,0.5340629088,0.6552197246,0.3447764611,1.9004189631,1.4009142598
0.2036262382,0.206862281,0.0,1.0,0.0,0.206862281
0.4985935513,0.3818334111,0.0,1.0,0.0,0.3818334111
0.0052831624,0.6704628404,0.0,1.0,0.0,0.6704628404
3.1596711838,0.8485711408,0.787209025,0.4707203964,1.6723495118,25.8247334477
0.0934748995,0.3361344449,0.0,1.0,0.0,0.3361344449
1.4881763348,0.6383698641,0.32803662,0.67196338,0.4881763348,0.3103332441
0.461306297,0.8640937867,0.0,1.0,0.0,0.8640937867
3.1040704399,0.5334694535,0.5558076283,0.2336499906,2.3788044107,21.1487832284
1.8752275279,0.9249359547,0.4667313779,0.5332686221,0.8752275279,1.1312753592
3.2376914619,0.3248605828,0.4994401923,0.1905781492,2.6206582155,29.1160182258
0.1403733254,0.1329503105,0.0,1.0,0.0,0.1329503105
0.233921761,0.6873140337,0.0,1.0,0.0,0.6873140337
0.3924018683,0.0066248072,0.0,1.0,0.0,0.0066248072
0.2333855714,0.2780241454,0.0,1.0,0.0,0.2780241454
3.7668627383,0.4506823769,0.2934927243,0.0851679455,3.4460467778,42.1331367265
2.8980136863,0.7925663817,0.6549376408,0.3450656852,1.898008608,1.7701697429
3.8752682786,0.0164235092,0.9496203132,0.5703822328,1.6648841051,47.4193028446
0.7393163914,0.2225862478,0.0,1.0,0.0,0.2225862478
3.0482812941,0.2768537049,0.7365434477,0.408489419,1.8030906393,14.3367231319
1.8489150383,0.5221498726,0.4591422649,0.5408577351,0.8489150383,0.0630076077
2.589746478,0.2496109791,0.6138618168,0.3861381832,1.589746478,0.5338493912
2.4002428784,0.2789988178,0.5833754955,0.4166245045,1.4002428784,0.359356493
3.8459337215,0.6278388565,0.9614540486,0.4972359982,1.9335970286,53.0948105342
0.977084127,0.3819681703,0.0022193023,0.9977234651,0.0022243661,0.379748868
3.654415432,0.3934426531,0.5591555101,0.188564927,2.9653208529,38.2210836042
1.6078007005,0.1707130321,0.3780323645,0.6219676355,0.6078007005,0.2073193324
3.4760113518,0.9110886148,0.3979993952,0.1318952278,3.0175420426,38.8838004899
2.6293290281,0.6687187164,0.6196748337,0.3803251663,1.6293290281,0.2336781446
0.7704701391,0.5023334195,0.0,1.0,0.0,0.5023334195
0.6124547327,0.3903531604,0.0,1.0,0.0,0.3903531604
3.7743454115,0.8991007196,0.2009170626,0.0564149388,3.5614159461,39.5967417314
0.1321645106,0.2729786138,0.0,1.0,0.0,0.2729786138
0.3844365085,0.7151769955,0.0,1.0,0.0,0.7151769955
1.8048370382,0.2535073624,0.4459333564,0.5540666436,0.8048370382,0.192425994
2.711233418,0.0753678369,0.6311641804,0.3688358196,1.711233418,0.7522655604
2.3407174094,0.3730207367,0.5727805518,0.4272194482,1.3407174094,0.221712876
3.1655326816,0.6124656662,0.5267916185,0.2108890199,2.4979565969,25.6878690645
3.8765734156,0.4554913114,0.6969126694,0.7649991806,0.9109979293,48.3116704348
1.9644863913,0.1346609968,0.4909610958,0.5090389042,0.9644863913,0.356300099
1.6450594002,0.1403539357,0.3921192147,0.6078807853,0.6450594002,0.251765279
2.7792322535,0.852138386,0.6401884014,0.3598115986,1.7792322535,0.8457720587
1.354789491,0.1195847648,0.2618779474,0.7381220526,0.354789491,0.1422931825
0.7429550051,0.8436955576,0.0,1.0,0.0,0.8436955576
3.5141043723,0.8793385971,0.8782436913,0.491035493,1.7885543996,40.8831928848
2.4397819907,0.3949612509,0.5901273131,0.4098726869,1.4397819907,0.2059398498
0.6904767836,0.2188650433,0.0,1.0,0.0,0.2188650433
0.1145406162,0.1665070723,0.0,1.0,0.0,0.1665070723
0.2635329969,0.8720594204,0.0,1.0,0.0,0.8720594204
0.5263691821,0.0090704092,0.0,1.0,0.0,0.0090704092
0.3981216713,0.9485537668,0.0,1.0,0.0,0.9485537668
0.3703662507,0.2923090885,0.0,1.0,0.0,0.2923090885
0.2863626365,0.8327481482,0.0,1.0,0.0,0.8327481482
0.0025850653,0.4694287297,0.0,1.0,0.0,0.4694287297
2.5779662328,0.1566736734,0.6120973241,0.3879026759,1.5779662328,0.5349607292
0.7961012984,0.6091578276,0.0,1.0,0.0,0.6091578276
2.4558838544,0.3895583106,0.5928146202,0.4071853798,1.4558838544,0.217409812
1.9720583574,0.3500431657,0.4929156147,0.5070843853,0.9720583574,0.142872449
2.2441665247,0.9841346746,0.5544002689,0.4455997311,1.2441665247,1.4804679755
3.1270916702,0.385996348,0.5440925959,0.2243066397,2.4256642457,22.7970385255
